Date,AO,Q,parsed_backblast,region
"Aug 12, 2025",downrange,Rooney,"Run club at the ? 
",f3crossroads
"Aug 11, 2025",ao-three-rivers,Ricola,"Hell Week episode 2
",f3cha-min-wood
"Aug 11, 2025",downrange,Ricola,"Ricola 8’s
",f3crossroads
"Aug 11, 2025",ao-the-wood,Huffy,"Huffys DORA
",f3cha-min-wood
"Aug 11, 2025",ao-the-island,Ricola,"Hell Week Episode 1
",f3cha-min-wood
"Aug 11, 2025",2nd-f-coffeteria,BABYMOMMA,"Mimis where everyone knows your name 
",f3cha-min-wood
"Aug 11, 2025",ao-the-grove,Hank Hill,"Backstreet's Back, Alright!
",f3crossroads
"Aug 11, 2025",downrange,Slackbot,"Hell week at the island 
",f3crossroads
"Aug 11, 2025",ao-the-ridge,Hackman,"Hackman's Pearls-on-a-String BootCamp
",f3crossroads
"Aug 11, 2025",ao-the-colosseum,Spit Valve,"Monday Miles 
",f3crossroads
"Aug 11, 2025",ao-the-silo,Foghorn,"Pharaoh’s(Foghorn’s) sand box
",f3crossroads
"Aug 10, 2025",3rd-f,Dog House,"3Rivers Fest Parade
",f3cha-min-wood
"Aug 9, 2025",ao-the-ridge,Celler Dweller,"Balls to the wall with Celler
",f3crossroads
"Aug 9, 2025",2nd-f,Old Maid,"Good Charlotte at LIV Golf
",f3crossroads
"Aug 9, 2025",downrange,slackblast,"Lift Club at The Ocho || Foxboro Beatdown
",f3crossroads
"Aug 9, 2025",ao-the-wood,Backstreet,"Ruck Club at The Wood
",f3cha-min-wood
"Aug 9, 2025",ao-black-diamond,Ricola,"Ricola’s Circuit City
",f3cha-min-wood
"Aug 9, 2025",downrange,Backstreet,"Ruck at The ? 
",f3crossroads
"Aug 9, 2025",ao-da-grizz,Boomer,"Boomer's Quad Burner Ruck
",f3crossroads
"Aug 9, 2025",ao-the-colosseum,Juanita,"Juanita’s 21s
",f3crossroads
"Aug 8, 2025",ao-the-colosseum,Jellystone,"Jellystone’s Gun Show
",f3crossroads
"Aug 8, 2025",ao-the-olympiad,TruGreen,"Push the Pace
",f3crossroads
"Aug 8, 2025",ao-three-rivers,Stay-Puft (F3 Naperville),"Stay Puft CPR training 
",f3cha-min-wood
"Aug 8, 2025",ao-the-ridge,Mr. Belding,"Mr Belding's AO tour
",f3crossroads
"Aug 8, 2025",ao-da-grizz,Spit Valve,"Dellwood Madness
",f3crossroads
"Aug 8, 2025",ao-the-grove,Just Dance,"Just Dancing Through The Grove on TG Fridays!
",f3crossroads
"Aug 8, 2025",3rd-f,fuzzy navel,"Food pantry fun
",f3crossroads
"Aug 7, 2025",ao-the-olympiad,Napster,"Where’s our Q?
",f3crossroads
"Aug 7, 2025",ao-the-island,Storm Chaser,"Bonnie Blues at the Island ?️ 
",f3cha-min-wood
"Aug 7, 2025",ao-the-campus,Snail Mail,"Do the Excercises you Hate!!
",f3cha-min-wood
"Aug 7, 2025",3rd-f,Broomstick,"F3P 5 Year Anniversary School Supply Drive
",f3crossroads
"Aug 7, 2025",ao-el-coyote,Sparky,"Sparky's Thruster Madness
",f3crossroads
"Aug 7, 2025",ao-the-ridge,5-Putt,"5-Putt - Name That Tune: 80s Throwback Beatdown
",f3crossroads
"Aug 7, 2025",ao-the-colosseum,Nemo,"Nemos wagon wheel
",f3crossroads
"Aug 7, 2025",ao-black-diamond,Duck Hunt,"Black Diamond Run Club - The Hills of Lockport 
",f3crossroads
"Aug 7, 2025",downrange,Pull-up,"SLT 6 Meeting/Ruck #1
",f3crossroads
"Aug 7, 2025",3rd-f-qsource,Depends (3rdF Q),"Q3.5 Articulation 
",f3crossroads
"Aug 7, 2025",ao-the-wood,Farmers Only,"EEBC ruck
",f3cha-min-wood
"Aug 6, 2025",ao-black-diamond,Foreclosure,"Pork on a String
",f3cha-min-wood
"Aug 6, 2025",ao-the-colosseum,TruGreen,"TruGreen’s Birthday (49) Ruck Club Beatdown
",f3crossroads
"Aug 6, 2025",ao-the-silo,Hat Trick,"Hat Trick’s Partner Tower o’ Power
",f3crossroads
"Aug 6, 2025",2nd-f-coffeteria,Hanger,"Underdog BC + Black ?
",f3cha-min-wood
"Aug 6, 2025",2nd-f-coffeteria,Hanger,"Under dog  BC
",f3crossroads
"Aug 6, 2025",ao-ravens-nest,Ringo,"Ringo at the ravens nest
",f3crossroads
"Aug 6, 2025",downrange,Norm,"Norms 5 minute AMSAP
",f3crossroads
"Aug 6, 2025",ao-the-wood,Underdog,"Underdog beatdown at the hardest AO the Wood 
",f3cha-min-wood
"Aug 6, 2025",ao-three-rivers-pm,Norm,"Norms 5 minute AMSAP
",f3cha-min-wood
"Aug 6, 2025",ao-the-ridge,Den Mother,"Den Mother's 4x4
",f3crossroads
"Aug 6, 2025",downrange,Foreclosure,"Under dog BC + Black Diamond Crew
",f3crossroads
"Aug 5, 2025",ao-the-ridge,Caboose,"Caboose Ridge Chest Beatdown Repeat
",f3crossroads
"Aug 5, 2025",downrange,slackblast,"Posting with F3P’s Diamond @ TW
",f3cha-min-wood
"Aug 5, 2025",2nd-f,Norm,"August BBQ
",f3cha-min-wood
"Aug 5, 2025",3rd-f-qsource,Manhole,"Foundation (F5) preparedness
",f3crossroads
"Aug 5, 2025",ao-the-wood,Squidward,"Squidward’s 4 Square
",f3cha-min-wood
"Aug 5, 2025",downrange,Slackbot,"The Grainery (F3 Southsid3)
",f3crossroads
"Aug 5, 2025",ao-dmz,Zimmer,"3, 300, 33 mins With Zimmer
",f3crossroads
"Aug 5, 2025",downrange,Slackbot,"Manteno Take Over 
",f3cha-min-wood
"Aug 5, 2025",ao-black-rock,Foreclosure,"Foreclosures Run Club
",f3crossroads
"Aug 5, 2025",ao-black-diamond,Dilly Dilly,"Road trip to the wood
",f3crossroads
"Aug 5, 2025",2nd-f-coffeteria,Den Mother,"Den Mother's TRFC at DMZ post Zimm 3's
",f3crossroads
"Aug 5, 2025",downrange,slackblast,"F3 Emerald Coast
",f3crossroads
"Aug 5, 2025",2nd-f,Depends (3rdF Q),"Boss Dawgz
",f3crossroads
"Aug 5, 2025",ao-el-coyote,Pop-Tart (F3 Outlands),"pop tarts out and back
",f3crossroads
"Aug 5, 2025",3rd-f-qsource,Deja vu,"Chapter Q3-12: Courage 
",f3cha-min-wood
"Aug 5, 2025",downrange,F3CrossroadsIL,"Resurrection Hill GTE Training
",f3crossroads
"Aug 5, 2025",ao-three-rivers,Crabgrass,"Small but mighty
",f3cha-min-wood
"Aug 5, 2025",ao-the-colosseum,Foundation,"Foundation’s Ladder
",f3crossroads
"Aug 4, 2025",downrange,CarpetMulcher,"Welcome Back Carpet Mulcher!
",f3crossroads
"Aug 4, 2025",ao-the-ridge,Mr. Kotter,"The Glove Triangle
",f3crossroads
"Aug 4, 2025",2nd-f-coffeteria,Zimmer,"Zimm Hot Azz - Cutler Not hot Azz Grove Post VQ
",f3crossroads
"Aug 4, 2025",downrange,Manhole,"Baseball in the park at 3 Rivers PM
",f3crossroads
"Aug 4, 2025",2nd-f-coffeteria,Foundation,"Coffee recipes ( Zimmers Pork rub recipe)
",f3crossroads
"Aug 4, 2025",ao-the-wood,CarpetMulcher,"Welcome Back Carpet Mulcher!
",f3cha-min-wood
"Aug 4, 2025",ao-the-colosseum,Moist,"Scout Running Moist Areas
",f3crossroads
"Aug 4, 2025",ao-the-grove,Dungeon Master,"Dungeon Master's VQ DORA BURNER
",f3crossroads
"Aug 4, 2025",ao-the-island,Underdog,"The Gauntlet Grind
",f3cha-min-wood
"Aug 4, 2025",ao-the-silo,Foundation,"Foundation’s Manic Monday
",f3crossroads
"Aug 4, 2025",ao-three-rivers-pm,Manhole,"Civil War baseball 
",f3cha-min-wood
"Aug 3, 2025",ao-the-wood,Rooney,"Crossroads parade 
",f3cha-min-wood
"Aug 3, 2025",2nd-f,Schlitz,"Chocolate chip cookie consistency ruck
",f3crossroads
"Aug 2, 2025",ao-ravens-nest,Mr. Belding,"SUMMER CONVERGENCE 
",f3crossroads
"Aug 2, 2025",ao-the-colosseum,Hank Hill,"Hank’s Pre-Convergence EBC Pearls
",f3crossroads
"Aug 2, 2025",2nd-f,Caboose,"GRUNGEWORTHY
",f3crossroads
"Aug 2, 2025",ao-three-rivers,Rooney,"CMW Anniversary 
",f3cha-min-wood
"Aug 1, 2025",2nd-f-coffeteria,Hanger,"Foundation BC
",f3crossroads
"Aug 1, 2025",2nd-f,Hank Hill,"First Friday at Werkforce.. Aaron Kelly Band 
",f3crossroads
"Aug 1, 2025",downrange,F3CrossroadsIL,"Dark Tower BD GTE Training 
",f3crossroads
"Aug 1, 2025",ao-da-grizz,Duck Hunt,"Yellow Pages tour de Griz
",f3crossroads
"Aug 1, 2025",ao-the-grove,Doozie,"It's a Doozie Q at The Grove
",f3crossroads
"Aug 1, 2025",2nd-f-coffeteria,YellowPages,"Yellowpages brings the goodness Da Grizz
",f3crossroads
"Aug 1, 2025",downrange,Rooney,"Chaminwood 1 year 
",f3crossroads
"Aug 1, 2025",downrange,Meta,"Final SLT5 Ruck
",f3crossroads
"Aug 1, 2025",ao-the-ridge,Foundation,"Foundation bootcamp
",f3crossroads
"Aug 1, 2025",ao-the-colosseum,5-Putt,"5-Putt’s Friday Beatdown
",f3crossroads
"Aug 1, 2025",ao-the-olympiad,Ricochet,"Birthday Run Club
",f3crossroads
"Jul 31, 2025",3rd-f-qsource,Olive Oyl,"Q3.4 Vision
",f3crossroads
"Jul 31, 2025",ao-black-diamond,Sparkler,"Get a Grip
",f3crossroads
"Jul 31, 2025",ao-the-colosseum,Foghorn,"Truck Pull and Stretch
",f3crossroads
"Jul 31, 2025",ao-el-coyote,Pop-Tart (F3 Outlands),"Pop Tart PT Ruck
",f3crossroads
"Jul 31, 2025",ao-the-campus,Puddles,"Happy Maniversary!!
",f3cha-min-wood
"Jul 31, 2025",ao-the-wood,Flamingo,"EEBC pearls
",f3cha-min-wood
"Jul 31, 2025",ao-the-ridge,Corner Kick,"Tail Gate Memory 
",f3crossroads
"Jul 31, 2025",ao-the-olympiad,Bedpan,"Track to the Future: Powered by Bedpan
",f3crossroads
"Jul 30, 2025",downrange,FINCH,"Finch's 11's 3 Rivers PM 
",f3crossroads
"Jul 30, 2025",ao-the-wood,Plankton,"VQ ALERT AT THE HARDEST AO THE ? 
",f3cha-min-wood
"Jul 30, 2025",ao-three-rivers-pm,Finch,"Finch's 11's
",f3cha-min-wood
"Jul 30, 2025",ao-the-ridge,Happy Camper,"Happy's Happy Run
",f3crossroads
"Jul 30, 2025",ao-the-colosseum,Foundation,"Foundation’s Ruck Club Beatdown
",f3crossroads
"Jul 30, 2025",downrange,F3CrossroadsIL,"Whalen Lake BD RC
",f3crossroads
"Jul 30, 2025",2nd-f-coffeteria,Dilly Dilly,"Mr Drippy on Q
",f3crossroads
"Jul 30, 2025",downrange,Bob Villa,"Black Panther & The Wood BD
",f3crossroads
"Jul 30, 2025",2nd-f-coffeteria,BABYMOMMA,"Better late than never 
",f3cha-min-wood
"Jul 30, 2025",ao-black-diamond,Millville,"LAB  #5, the Finale
",f3cha-min-wood
"Jul 30, 2025",ao-the-silo,Old Maid,"Old Maid’s Double 11s
",f3crossroads
"Jul 30, 2025",2nd-f-coffeteria,Foundation,The Foundation's Hott Azz Cafe. Really hot. at Colos,f3crossroads
"Jul 30, 2025",ao-ravens-nest,Cowbell,"Cowbell's ""Game of Chance""
",f3crossroads
"Jul 30, 2025",downrange,Slackbot,"BD and VQ 
",f3crossroads
"Jul 29, 2025",ao-the-wood,Yellow Card,"The Fire Hydrant 500
",f3cha-min-wood
"Jul 29, 2025",ao-el-coyote,Hot Lava,"Hot lavas hot BC
",f3crossroads
"Jul 29, 2025",ao-the-ridge,Hank Hill,"Hank Hills “Roll a Dice” Station Workout
",f3crossroads
"Jul 29, 2025",downrange,Slackbot,"Run club at the ? 
",f3crossroads
"Jul 29, 2025",ao-three-rivers,Snail Mail,"Christmas in July
",f3cha-min-wood
"Jul 29, 2025",ao-black-diamond,5-Putt,"5 putt suicide gauntlet 
",f3crossroads
"Jul 29, 2025",downrange,F3CrossroadsIL,"Dark Tower GTE Training
",f3crossroads
"Jul 29, 2025",ao-black-rock,Jellystone,"Jellystone Ruck Club
",f3crossroads
"Jul 29, 2025",3rd-f-qsource,Hank Hill,"Foundation 4 - LDP - Tuesday's - El Coyote Q Source
",f3crossroads
"Jul 29, 2025",ao-the-colosseum,Meta,"Hand release T-Merkins
",f3crossroads
"Jul 29, 2025",ao-dmz,Spit Valve,"7/29 Spitvalve
",f3crossroads
"Jul 28, 2025",ao-the-colosseum,Foundation,"Run Club
",f3crossroads
"Jul 28, 2025",downrange,Huffy,"Corn sweats by Huffy!
",f3crossroads
"Jul 28, 2025",ao-the-ridge,Hat Trick,"Hat Trick’s VQ Tower o’ Power
",f3crossroads
"Jul 28, 2025",ao-three-rivers-pm,Hot Lava,"March 28th at El Coyote with Manhole
",f3cha-min-wood
"Jul 28, 2025",ao-the-grove,Schlitz,"Schlitz's Power Bells.. plus mosey and PT. humidity ",f3crossroads
"Jul 28, 2025",2nd-f,Schlitz,"5th year anniversary party
",f3crossroads
"Jul 28, 2025",ao-the-silo,Pull-up,"Pull-up’s pre clubbing pump up. 
",f3crossroads
"Jul 28, 2025",downrange,Hot Lava,"Hot Lava Heats it up BC 3 Rivers PM
",f3crossroads
"Jul 28, 2025",ao-the-wood,Huffy,"Corn sweats by Huffy
",f3cha-min-wood
"Jul 28, 2025",ao-the-island,FLANDERS,"Yoshis’s VQ Bootcamp
",f3cha-min-wood
"Jul 27, 2025",2nd-f,Hank Hill,"GunShine at The Forge -Joliet
",f3crossroads
"Jul 27, 2025",2nd-f,Schlitz,"Little man down coffee ruck
",f3crossroads
"Jul 26, 2025",2nd-f-coffeteria,fuzzy navel,"Fuzzy Navels F3 power drink tasting. 
",f3crossroads
"Jul 26, 2025",ao-black-diamond,Rikishi,"Rikishi Black Diamond Lift Circuit
",f3cha-min-wood
"Jul 26, 2025",downrange,GrubX (CMW),"Downrange at the Wood RC
",f3crossroads
"Jul 26, 2025",downrange,F3CrossroadsIL,"Rikishi’s BD lift club
",f3crossroads
"Jul 26, 2025",ao-the-ridge,Cutler,"Cutler’s 2.0 Basketball Beatdown
",f3crossroads
"Jul 26, 2025",ao-the-wood,GrubX (CMW),"Saturday RUCK Club
",f3cha-min-wood
"Jul 26, 2025",ao-the-colosseum,Juanita,"Juanita’s Pearly 7s
",f3crossroads
"Jul 26, 2025",ao-the-island,Ricola,"Death by 100 ?️ ? 
",f3cha-min-wood
"Jul 26, 2025",ao-da-grizz,Hank Hill,"Hank Hill’s speed Ruck
",f3crossroads
"Jul 25, 2025",ao-the-olympiad,Pull-up,"5k Easy Run
",f3crossroads
"Jul 25, 2025",ao-the-grove,Foundation,"Foundations Anti EC Bootcamp at The Grove
",f3crossroads
"Jul 25, 2025",ao-three-rivers,Mr Burns,"Mucho Legos
",f3cha-min-wood
"Jul 25, 2025",3rd-f,Homer Simpson,"Allen Force Grand Opening 
",f3crossroads
"Jul 25, 2025",3rd-f,Hank Hill,"Food Pantry assist. 91% humidity, 79° Dew point
",f3crossroads
"Jul 25, 2025",ao-the-colosseum,Corner Kick,"Memory Game Beatdown
",f3crossroads
"Jul 25, 2025",ao-da-grizz,Cowbell,"The Black Pearls on a string bootcamp
",f3crossroads
"Jul 25, 2025",2nd-f-coffeteria,Zimmer,Zimmer pulls perfect attendance at The Ridge Coffeet,f3crossroads
"Jul 25, 2025",2nd-f-coffeteria,YellowPages,"Post pirates exploration at Da Grizz grog ( coffee)
",f3crossroads
"Jul 25, 2025",ao-the-ridge,Broomstick,"Broomstick perals in the humidity 
",f3crossroads
"Jul 24, 2025",ao-the-campus,Crabgrass,"Dr. Crabgrass Q 
",f3cha-min-wood
"Jul 24, 2025",ao-el-coyote,Sparky,"Sparky Ruck
",f3crossroads
"Jul 24, 2025",downrange,Slackbot,"F3 Houston The Hogg
",f3cha-min-wood
"Jul 24, 2025",downrange,slackblast,"DR RC Citadel Trailer Park 900
",f3crossroads
"Jul 24, 2025",ao-black-diamond,Meta,"Meta’s Disgusting Partner Farmer Carry Gauntlet
",f3crossroads
"Jul 24, 2025",ao-the-ridge,Hackman,"Hackman Ridge - 75 Trips - Leave No Man Behind
",f3crossroads
"Jul 24, 2025",ao-the-colosseum,Hank Hill,"Dice of Humidity 
",f3crossroads
"Jul 24, 2025",ao-the-wood,Farmers Only,"Farmers BC
",f3cha-min-wood
"Jul 24, 2025",2nd-f-coffeteria,Ricola,"7/24 - no photo once again 
",f3cha-min-wood
"Jul 24, 2025",ao-the-olympiad,Hodl,"Four Corner Beatdown
",f3crossroads
"Jul 24, 2025",2nd-f-coffeteria,Shawshank,"Hot coffee after a sweaty workout
",f3cha-min-wood
"Jul 23, 2025",downrange,F3CrossroadsIL,"BC @ AO The Highlands- Oregon WI- F3 Madison
",f3crossroads
"Jul 23, 2025",2nd-f-coffeteria,YellowPages,"Name that tune ! At Ravens Nest 
",f3crossroads
"Jul 23, 2025",ao-the-ridge,Dilly Dilly,"Egg-cellent run with Dilly Dilly
",f3crossroads
"Jul 23, 2025",ao-the-wood,Kickflip,"VQ at the hardest AO the WOOD ? 
",f3cha-min-wood
"Jul 23, 2025",ao-ravens-nest,Pop-Tart (F3 Outlands),"Pop Tart at Ravens Nest
",f3crossroads
"Jul 23, 2025",ao-the-silo,Scratch and Dent,"Scratch’s DORA
",f3crossroads
"Jul 23, 2025",downrange,Yellow Card,"The Ascent Houston
",f3cha-min-wood
"Jul 23, 2025",downrange,Kickflip,"Kick flip VQ at the ? 
",f3crossroads
"Jul 23, 2025",ao-the-colosseum,Bunker,"Bunker’s Boot Camp “Ruck Club” Beatdown
",f3crossroads
"Jul 23, 2025",ao-three-rivers-pm,Shawshank,"Shawshank’s Two Thang 95+ Degree Burner
",f3cha-min-wood
"Jul 23, 2025",2nd-f-coffeteria,Binford,"the Wood ? 
",f3cha-min-wood
"Jul 23, 2025",downrange,Shawshank,"Shawshank Schweaty Tabata 3R PM
",f3crossroads
"Jul 22, 2025",ao-black-diamond,vern,"back to school with vern
",f3crossroads
"Jul 22, 2025",downrange,Picasso,"Run club at the ? 
",f3crossroads
"Jul 22, 2025",ao-the-ridge,Pull-up,"Pull Up Up and Down Ladder of Pain!!!
",f3crossroads
"Jul 22, 2025",2nd-f-coffeteria,Hank Hill,"After Cowbell, we drink Dunkin' 
",f3crossroads
"Jul 22, 2025",ao-dmz,Cutler,"Cutler's 12 days of Christmas in July
",f3crossroads
"Jul 22, 2025",ao-el-coyote,Chum Bucket,"Da beer mile
",f3crossroads
"Jul 22, 2025",3rd-f-qsource,Dog House,"Q3 11 Contentment 
",f3cha-min-wood
"Jul 22, 2025",3rd-f-qsource,Chum Bucket,"Foundation 3 - Group
",f3crossroads
"Jul 22, 2025",ao-black-rock,Foghorn,"Foghorns Bootcamp
",f3crossroads
"Jul 22, 2025",ao-three-rivers,Dog House,"Temple of the Dog
",f3cha-min-wood
"Jul 22, 2025",ao-the-colosseum,Cowbell,"Cowbell’s Vacation. 
",f3crossroads
"Jul 22, 2025",ao-the-wood,Picasso,"Picasso’s Pick-a-Pace Chatter Run
",f3cha-min-wood
"Jul 21, 2025",ao-the-colosseum,vern,"Out and back with Vern
",f3crossroads
"Jul 21, 2025",downrange,Depends (3rdF Q),"wazonkaball?!?!
",f3crossroads
"Jul 21, 2025",ao-the-wood,Rooney,"Tokyo Wood Corners to Failure
",f3cha-min-wood
"Jul 21, 2025",downrange,Rooney,"Tokyo Wood Corners to Failure
",f3crossroads
"Jul 21, 2025",ao-the-grove,Schlitz,"Schlitz's Birthday Bag - O-Tricks 
",f3crossroads
"Jul 21, 2025",ao-the-ridge,Foundation,"Foundation Monday 
",f3crossroads
"Jul 21, 2025",downrange,F3CrossroadsIL,"Kalamazoo Ruck
",f3crossroads
"Jul 21, 2025",2nd-f-coffeteria,Dilly Dilly,"Mr Drippy on Q 
",f3crossroads
"Jul 21, 2025",ao-the-island,Celine Dion,"Celine’s Coupon Courier
",f3cha-min-wood
"Jul 21, 2025",downrange,Backstreet,"Backstreet's Motivator madness 3 Rivers
",f3crossroads
"Jul 21, 2025",ao-the-silo,Nemo,"Nemo’s World
",f3crossroads
"Jul 20, 2025",2nd-f,Schlitz,"Beautiful day for a ruck
",f3crossroads
"Jul 19, 2025",ao-da-grizz,fuzzy navel,"Fuzzy’s golf outing!
",f3crossroads
"Jul 19, 2025",ao-the-colosseum,Ricochet,"Ricochets ladder!
",f3crossroads
"Jul 19, 2025",ao-the-ridge,Cutler,"Ballers Be Ballin. Plus 2.0! 
",f3crossroads
"Jul 19, 2025",ao-three-rivers,Dog House,"Doghouse Games
",f3cha-min-wood
"Jul 19, 2025",downrange,Slackbot,"Bronco black diamond lift club at the Wood
",f3crossroads
"Jul 19, 2025",ao-the-wood,Rooney,"Family Field Day
",f3cha-min-wood
"Jul 19, 2025",ao-black-diamond,Bronco (F3 Naperville),"Professor Bronco’s Fraternity of Form 
",f3cha-min-wood
"Jul 19, 2025",downrange,F3CrossroadsIL,"Downrange - F3 Austin  - The Bridge - Austin, TX
",f3crossroads
"Jul 19, 2025",3rd-f,Hank Hill,"AllenForce Pack and load POD for disabled Veteran
",f3crossroads
"Jul 18, 2025",ao-the-colosseum,Foundation,"Foundational Friday Beatdown 
",f3crossroads
"Jul 18, 2025",ao-the-ridge,Mahomes,"Mahomes can't shoot baskets
",f3crossroads
"Jul 18, 2025",downrange,Meta,"SLT Convergence and Party Planning 
",f3crossroads
"Jul 18, 2025",ao-the-olympiad,Spit Valve,"Run Club
",f3crossroads
"Jul 18, 2025",downrange,Slackbot,"Copley - F3 MAC
",f3cha-min-wood
"Jul 18, 2025",ao-da-grizz,Cowbell,"Ding Ding - Cowbell Bootcamp 
",f3crossroads
"Jul 18, 2025",downrange,F3CrossroadsIL,"Ruck @AO The Chief Kalona IA
",f3crossroads
"Jul 18, 2025",2nd-f-coffeteria,Hanger,"Champagne and Bands
",f3crossroads
"Jul 18, 2025",2nd-f-coffeteria,YellowPages,"Yellowpages serves up the joe. Da Grizz
",f3crossroads
"Jul 18, 2025",ao-the-grove,Soft Hands,"Bands with Soft Hands on Q
",f3crossroads
"Jul 17, 2025",ao-the-island,Ricola,"Welcome to Wilmo!
",f3cha-min-wood
"Jul 17, 2025",ao-the-ridge,Hackman,"DORA beat down with Hackman
",f3crossroads
"Jul 17, 2025",ao-the-olympiad,Six Sheets,"☀️ Sun’s Out, Guns Out (of Breath)
",f3crossroads
"Jul 17, 2025",downrange,Spit Valve,"SpittyV EEBC at the Wood
",f3crossroads
"Jul 17, 2025",downrange,Slackbot,"Downrange - F3 Alamo - Urban Jungle - San Antonio, T",f3crossroads
"Jul 17, 2025",ao-black-diamond,Tweety,"Wolf Pack
",f3crossroads
"Jul 17, 2025",ao-el-coyote,Mahomes,"Mahomes neighborhood run club
",f3crossroads
"Jul 17, 2025",2nd-f-coffeteria,Hanger,"Hackman’s partner fellowship 
",f3crossroads
"Jul 17, 2025",ao-the-wood,Spit Valve(F3 Plainfield),"Spittin out some Pears
",f3cha-min-wood
"Jul 17, 2025",3rd-f-qsource,TruGreen,"Trust Q3.3
",f3crossroads
"Jul 17, 2025",ao-the-campus,Snail Mail,"Consistency is Key
",f3cha-min-wood
"Jul 17, 2025",ao-the-colosseum,Bob Villa,"Bob Villa's 5 Year Manniversary
",f3crossroads
"Jul 17, 2025",1st-f-general,Six Sheets,"☀️ Sun’s Out, Guns Out (of Breath)
",f3crossroads
"Jul 17, 2025",ao-three-rivers-pm,Finch,"Lift & Ruck
",f3cha-min-wood
"Jul 16, 2025",2nd-f-coffeteria,Hank Hill,"Dunkin' after the Caboose Non - Ruck 
",f3crossroads
"Jul 16, 2025",ao-black-diamond,Millville,"L. A.B. Diamond Day #3
",f3cha-min-wood
"Jul 16, 2025",ao-the-ridge,5-Putt,"Run, Suicide, Run with 5 Putt
",f3crossroads
"Jul 16, 2025",ao-the-silo,Hodl,"Hodl’s Go Flip Your Tire
",f3crossroads
"Jul 16, 2025",ao-ravens-nest,Foreclosure,"The Dice is Right - with your host Foreclosure
",f3crossroads
"Jul 16, 2025",downrange,F3CrossroadsIL,"outpost 
",f3crossroads
"Jul 16, 2025",downrange,Bob Villa,"Lift Club Black Diamond @ The Wood
",f3crossroads
"Jul 16, 2025",downrange,slackblast,"Mashing at BP - Park's 50th
",f3crossroads
"Jul 16, 2025",ao-the-colosseum,Caboose,"Caboose Not-Much-Ruck “Ruck Club”
",f3crossroads
"Jul 16, 2025",ao-the-wood,Snail Mail,"As Many Rounds As Possible (AMRAP)
",f3cha-min-wood
"Jul 15, 2025",downrange,F3CrossroadsIL,"Humidity Redefined @ The Shed (F3 NoHo)
",f3crossroads
"Jul 15, 2025",downrange,Plunger,"Run club 
",f3crossroads
"Jul 15, 2025",ao-the-colosseum,Xena- Warrior Princess,"Xena’s parking lot Beatdown. 
",f3crossroads
"Jul 15, 2025",3rd-f-qsource,Spit Valve,"F2: Foundation- Language 
",f3crossroads
"Jul 15, 2025",ao-black-diamond,Mr. Kotter,"Mr Kotter 7/15 DMZ Black Diamond 
",f3crossroads
"Jul 15, 2025",ao-dmz,2 Hand Touch (F3 Naperville Nant’an),"2 Hand Touch GTE BC
",f3crossroads
"Jul 15, 2025",ao-three-rivers,Ricola,"Don’t leave a Q open! 
",f3cha-min-wood
"Jul 15, 2025",ao-black-rock,Depends (3rdF Q),"Up and Over with Depends 
",f3crossroads
"Jul 15, 2025",ao-el-coyote,Hank Hill,"Hank and sweaty men
",f3crossroads
"Jul 15, 2025",ao-the-ridge,Hydrant,"Parking Lot OYO Ladder of Power
",f3crossroads
"Jul 15, 2025",2nd-f-coffeteria,BABYMOMMA,"Coffee with Miata 
",f3cha-min-wood
"Jul 15, 2025",3rd-f-qsource,Deja vu,"Q3.10: Consistency
",f3cha-min-wood
"Jul 15, 2025",ao-the-wood,Plunger,"Rocky & Bullwinkle Switcharoo
",f3cha-min-wood
"Jul 14, 2025",2nd-f-coffeteria,Hanger,"Foundation bootcamp
",f3crossroads
"Jul 14, 2025",ao-the-wood,Huffy,"Another Huffy Double-Dora
",f3cha-min-wood
"Jul 14, 2025",ao-the-silo,Olive Oyl,"Olive Oly’s gamble
",f3crossroads
"Jul 14, 2025",2nd-f-coffeteria,Binford,"Binfords Beans
",f3cha-min-wood
"Jul 14, 2025",ao-three-rivers-pm,Norm,"Norms knee recovery 
",f3cha-min-wood
"Jul 14, 2025",downrange,Slackbot,"Ringo’s Rocky Montage 2.0
",f3crossroads
"Jul 14, 2025",downrange,Norm,"Norm's knee PT 3 Rvrs Bootcamp - sweaty burner
",f3crossroads
"Jul 14, 2025",ao-the-ridge,Foundation,"One and only Foundation Monday 
",f3crossroads
"Jul 14, 2025",ao-the-colosseum,Chum Bucket,"Wimbledon Run Club
",f3crossroads
"Jul 14, 2025",2nd-f-coffeteria,Ricola,"Coffee on the Island - no pic 
",f3cha-min-wood
"Jul 14, 2025",ao-the-grove,Pull-up,"Pull-up’s Pull Out
",f3crossroads
"Jul 14, 2025",downrange,F3CrossroadsIL,"Fir3bird Monday
",f3crossroads
"Jul 14, 2025",2nd-f-coffeteria,Dilly Dilly,"Mr Drippy on Q
",f3crossroads
"Jul 14, 2025",3rd-f,Hanger,"Pantry Truck
",f3crossroads
